test, size, density, tree, frederickson, randomized, exact, even
1, 100, 0.1, starlike, 3.6667141914367676, 1.440598726272583, 0.3320901393890381, 4.551217794418335
2, 100, 0.1, starlike, 1.5785105228424072, 2.4553287029266357, 0.43986058235168457, 0.990217924118042
3, 100, 0.1, starlike, 2.675691843032837, 1.3867707252502441, 0.370866060256958, 1.6727614402770996
1, 100, 0.1, caterpillar, 2.713059186935425, 1.5326964855194092, 0.8654153347015381, 2.6174440383911133
2, 100, 0.1, caterpillar, 3.1535956859588623, 1.9858729839324951, 1.4846062660217285, 2.900660753250122
3, 100, 0.1, caterpillar, 2.23892879486084, 1.4127089977264404, 0.9965908527374268, 1.0958468914031982
1, 100, 0.1, lobster, 3.184831380844116, 2.5623462200164795, 0.4435253143310547, 2.219975233078003
2, 100, 0.1, lobster, 2.751631498336792, 1.553133487701416, 0.9254274368286133, 2.0892693996429443
3, 100, 0.1, lobster, 3.4439072608947754, 1.51188325881958, 0.4600527286529541, 3.5713319778442383
1, 100, 0.1, random, 2.8710970878601074, 3.3212385177612305, 0.60321044921875, 1.161539077758789
2, 100, 0.1, random, 0.278580904006958, 2.7406041622161865, 0.7500073909759521, 0.699796199798584
3, 100, 0.1, random, 2.066096067428589, 1.6254241466522217, 0.620168924331665, 1.0847270488739014
1, 100, 0.5, path, 0.3093109130859375, 6.279823303222656, 10.3734290599823, 0.3934023380279541
2, 100, 0.5, path, 0.37632203102111816, 6.660198926925659, 9.899644613265991, 0.4343280792236328
3, 100, 0.5, path, 8.898347616195679, 4.204241037368774, 8.852953433990479, 0.5782914161682129
1, 100, 0.5, star, 13.840082883834839, 2.9661078453063965, 1.3253626823425293, 23.021413564682007
2, 100, 0.5, star, 13.678133726119995, 2.9445598125457764, 1.3279173374176025, 25.504387140274048
3, 100, 0.5, star, 12.799170017242432, 2.857964515686035, 1.3165388107299805, 24.680575370788574
1, 100, 0.5, starlike, 11.07106900215149, 3.30721378326416, 2.20910906791687, 6.4346301555633545
2, 100, 0.5, starlike, 15.848626136779785, 3.700284004211426, 1.4009954929351807, 20.461499452590942
3, 100, 0.5, starlike, 8.264384984970093, 3.9433341026306152, 2.089874267578125, 3.4378504753112793
1, 100, 0.5, caterpillar, 12.329667568206787, 3.072948932647705, 4.335497140884399, 16.695006370544434
2, 100, 0.5, caterpillar, 7.268004417419434, 2.6916067600250244, 7.583446979522705, 2.1856777667999268
3, 100, 0.5, caterpillar, 10.555046319961548, 2.7712435722351074, 3.285709857940674, 12.278906106948853
1, 100, 0.5, lobster, 8.845731735229492, 3.1531662940979004, 4.5040106773376465, 7.456897974014282
2, 100, 0.5, lobster, 7.681501150131226, 3.523338556289673, 7.92867636680603, 1.8741881847381592
3, 100, 0.5, lobster, 10.90534257888794, 2.9382517337799072, 3.290815591812134, 13.568397521972656
1, 100, 0.5, random, 8.41195011138916, 3.106783628463745, 4.03019118309021, 4.413370847702026
2, 100, 0.5, random, 7.226643800735474, 3.2945730686187744, 3.971548318862915, 3.826118230819702
3, 100, 0.5, random, 0.6250495910644531, 5.069970369338989, 3.2288198471069336, 4.838795900344849
1, 100, 0.8, path, 0.41532015800476074, 7.438795566558838, 14.61128568649292, 0.3826439380645752
2, 100, 0.8, path, 13.096536636352539, 6.532705307006836, 13.924773454666138, 0.5015945434570312
3, 100, 0.8, path, 0.4339025020599365, 6.97842001914978, 14.082680463790894, 0.3785243034362793
1, 100, 0.8, star, 14.402864456176758, 3.3842387199401855, 1.813647747039795, 28.79513168334961
2, 100, 0.8, star, 16.119820833206177, 3.3638710975646973, 1.8301069736480713, 30.405749082565308
3, 100, 0.8, star, 10.311302185058594, 3.3770055770874023, 1.8430068492889404, 28.648369073867798
1, 100, 0.8, starlike, 18.964200496673584, 8.651092290878296, 4.351035118103027, 19.129101514816284
2, 100, 0.8, starlike, 27.84870195388794, 8.345157623291016, 3.1099188327789307, 40.017417430877686
3, 100, 0.8, starlike, 27.574692726135254, 8.371979713439941, 30.639856338500977, 0.9855108261108398
1, 100, 0.8, caterpillar, 30.33880066871643, 9.929294109344482, 4.232793807983398, 52.59418344497681
2, 100, 0.8, caterpillar, 19.41037154197693, 4.181878566741943, 3.2195475101470947, 24.849527835845947
3, 100, 0.8, caterpillar, 12.582168579101562, 3.426790237426758, 11.164758205413818, 4.192046642303467
1, 100, 0.8, lobster, 10.821680307388306, 3.9971652030944824, 6.077252626419067, 11.034340620040894
2, 100, 0.8, lobster, 15.662161111831665, 3.9244134426116943, 2.24717378616333, 21.733298301696777
3, 100, 0.8, lobster, 10.029885053634644, 3.287259340286255, 5.0692925453186035, 7.466172933578491
1, 100, 0.8, random, 13.221019983291626, 3.950079917907715, 5.184020757675171, 5.07145881652832
2, 100, 0.8, random, 9.816500425338745, 4.948100566864014, 4.977345943450928, 4.369579315185547
3, 100, 0.8, random, 9.887872219085693, 4.169770002365112, 5.829787015914917, 5.789825201034546
